Review_title,Date,Body,Star_rating,Comments
Just wow!,Reviewed in India 🇮🇳 on 26 October 2022,Good quality smart watch. It's a multitasking beast in this price !! It is worth buy if you are looking a great deal in best price equipped with all the necessary features and customisation!!!Value for money product.,5,
Loved it,Reviewed in India 🇮🇳 on 26 October 2022,It seems to be working very well. Everything is accurate and the app is easy to maneuver.,5,
Awesome product,Reviewed in India 🇮🇳 on 3 August 2022,It's a very decent smart gadget available in this price range and the display quality is amazing. Overall the watch is good with all the requirements. It's so soft and lightweight and I love to wear all the time.,5,
Perfect Product,Reviewed in India 🇮🇳 on 31 July 2022,"Review after 8th days use.This watch is Super cool. Calling future is on of best future. Display quality is best , many watches Face available. Battery life is goood. Built quality is very good. All future and UI Very good . I'm happy this buying",5,
Superb,Reviewed in India 🇮🇳 on 30 October 2022,"For an affordable device, this watch has exceeded my expectations. Performance is good, battery life is very good.",5,
BOAT wave call smart watch,Reviewed in India 🇮🇳 on 29 October 2022,"This wave call Bluetooth smart watch is a budget friendly which is powered by 'Boat'. The main feature that I loved is its Bluetooth calling feature. The Bluetooth connectivity is like less than 3 seconds which is a bit faster. Although it is a LCD display it has high brightness and good display quality. The speakers are loud enough for my use. The heart rate sensor is accurate as expected. The build quality seems good and perfectly fitted to my hand. The UI is simple to use.Music controlling, Spo2 and so many sports modes are working fine. The battery backup given is 10 days, a good thing while travelling. And the boat wearables app is useful for a better customization of the smartwatch.It’s amazing productDisplay is very niceOverall I simply like this wave call smartwatch and I would suggest who are searching for a budget friendlyBluetooth calling smartwatch, simply go for it.",5,
Excellent deal,Reviewed in India 🇮🇳 on 31 October 2022,This was a gift for my son whom just reached his senior discount year and needs to be more familiar with his health. He loves his Smart Watch...,5,
Go for it,Reviewed in India 🇮🇳 on 4 August 2022,YOU WONT REGRET BUYING THIS AMAZING CALLING WATCH AT SUCH GREAT PRICE RANGE. LOVED ALL ITS FEATURES .,5,
Best for sportlovers✌️,Reviewed in India 🇮🇳 on 1 November 2022,"After taking the experience of using boat wavecall for 2-3days I can say that calling features,sound quality, attractive look, various sports function is cool  and amazing to use.A good smartwatch in this low price range",5,
Nice watch,Reviewed in India 🇮🇳 on 8 October 2022,"The media could not be loaded.
                



 A great product comes with a great price in this offer, Literally other e-commerce website does not gave this product in this low cost many many thanks Amazon for this. Wave call is perfect as a calling watch in low cost, the speaker and mic is accurate and other features are also working good design and build quality is also outstanding in this price range, so again thanks to amazon as well as boat. And at last I have to say about the delivery boy his behavior is very good.",5,
Best for Calling,Reviewed in India 🇮🇳 on 30 October 2022,The calling & notification alert features are very helpful in this smartwatch. There are some sports mode which helps you to workout. It calculates the heart rate & also gives you the outcome of sleep monitoring.,5,
Good product,Reviewed in India 🇮🇳 on 28 October 2022,"I ordered the watch a few days ago and it has been working absolutely great. It is a smaller watch so it doesn't feel too heavy on my wrist. It is easy to wear while doing all of my daily activities and has a very user-friendly interface that is easy to operate. It tracks my data quite well and I would definitely recommend it to buy. Not a scam, overall a great product. Superfast charging as well with a battery that has lasted me this whole week on a single charge. Must have product for sure.",5,
Good looking with calling feature smartwatch,Reviewed in India 🇮🇳 on 25 October 2022,"Boat Wave call is a premium looking smartwatch with excellent build quality and very light in weight. It has big and bright display comes with 500nits brightness. Works on both android and iOS.Battery backup is good gives up to 10days backup. Magnetic charging base easy to charge.Feature are good like Bluetooth dedicated calling, Notification alerts, IP68 water resistance, silicone strap, Heart rate and blood oxygen Monitor, sports mode.Boat Wave Call smartwatch have good functionalities to access activity data.",5,
Only the app is the biggest issue!,Reviewed in India 🇮🇳 on 31 October 2022,"The watch is pretty awesome for the price tag, but the mobile app needs a lot of improvement and it seems there are many feedback improvements suggested my many users... To deaf ears! Boat CEO are you listening to this? Just an app! Please improve as per comments!",4,
Loved it,Reviewed in India 🇮🇳 on 30 October 2022,It works great.,5,
Best budget smart watch with calling,Reviewed in India 🇮🇳 on 5 August 2022,Best smart watch with calling at budget price good battery backup  accurately working  calling audio is clear  best quality watch at this price.,5,
Perfect Product,Reviewed in India 🇮🇳 on 2 August 2022,I have been looking for a budget smartwatch with great features and this Watch really has it all. A very good Display even in outdoors. It accurately measures your sporting activity and feels really premium on the wrist. Water resistance works good even when you shower with it. Overall a very good product at this price range,5,
Looks are good,Reviewed in India 🇮🇳 on 7 September 2022,This price point is a totally good application. It is quite impressive compared to other brands. The looks are good otherwise all features are the same as well.,5,
calling feature is good,Reviewed in India 🇮🇳 on 28 July 2022,"got it as i expected, good built quality with features working, safely delivered. features like calling and message alert working properly. heartrate and spo2 features also good. happy with this smartwatch.",5,
Sound quality is so good,Reviewed in India 🇮🇳 on 16 September 2022,We can definitely buy at this price. Calling function is good. Battery backup also fine,5,
"What A Product, Super 👍I Like It",Reviewed in India 🇮🇳 on 10 October 2022,"The media could not be loaded.
                



 A great product comes with a great price in this offer, Literally other e-commerce website does not gave this product in this low cost many many thanks Amazon for this. Wave call is perfect as a calling watch in low cost, the speaker and mic is accurate and other features are also working good design and build quality is also outstanding in this price range, so again thanks to amazon as well as boat. And at last I have to say about the delivery boy his behavior is very good.",3,
5 star quality,Reviewed in India 🇮🇳 on 26 October 2022,I needed a watch to make and receive phone calls while at work. This watch is perfect for what I needed at a great price. Would buy this watch again.,4,
Just osm,Reviewed in India 🇮🇳 on 31 October 2022,I like the watch very much this watch is totally worth it of its value the readings are pretty much accurate as compared to the medical devices as I have compared already. For this budget I will recommend this watch,5,
Boat Watch,Reviewed in India 🇮🇳 on 30 October 2022,"Overall Nice Watch,call function & sound r good",5,
Good,Reviewed in India 🇮🇳 on 20 August 2022,Good product,5,
Worth of being purchase,Reviewed in India 🇮🇳 on 25 October 2022,I have no problem with this product I would buy it again,5,
Awesome product,Reviewed in India 🇮🇳 on 29 October 2022,"Its great. I recommend this to anyone who wants a smartwatch good accuracy, free app, comfortable, whats not to love! I think it's best with the app.",5,
battery back up long,Reviewed in India 🇮🇳 on 28 July 2022,Light weight and good build quality.Smooth touch and no lag in touch.Great features available in this price range.Battery life very good.,5,
Awesome Smartwatch,Reviewed in India 🇮🇳 on 26 July 2022,I got this product this is the amazing smart watch I have ever look the quality of the watch is amazing. Calling function is working very nice and calling sound is also nice. All the function are working very fine. Quality of the display is good. It's value for money deal and quality of the belt is good.,5,
I am recommend this watch,Reviewed in India 🇮🇳 on 12 September 2022,I am impressed by this watch. The quality of this watch is very good. Build quality is amazing. Battery backup is also great. And I like the display of this watch. Highly recommend it to you guys. Just give it a try. You all will love it😊😍,5,
Excellent smart watch,Reviewed in India 🇮🇳 on 23 October 2022,The watch builds quality is very good and look so awesome on hand.Watch features works smoothly and call quality is also decentThe speaker and The Mike quality are perfectNotification system also work well.Battery charging time is fast and long-lasting,5,
Quality Display,Reviewed in India 🇮🇳 on 23 October 2022,"A beautiful watch, very functional with Heart Rate, Oxygen level and Sleep monitoring. It gives you your daily steps, calories burned, and the distance covered. It has plenty exercise modes to track your activity.",5,
Very nice and cool Watch,Reviewed in India 🇮🇳 on 27 October 2022,Got delivery in 2-3 days in Indore. Watch look and straps are good. Features are really great and useful.,5,
Overall Good Product,Reviewed in India 🇮🇳 on 26 October 2022,"It's accurate , Touch response is great and battery backup is also quite descent.",5,
Nice product,Reviewed in India 🇮🇳 on 29 October 2022,If you are looking into a smart watch this one is ideal. The price is great and the battery lasts days. It tracks your sleep and heart rate accurately. The screen is bright so even in the sun you can view it with ease.,5,
